0,1,2,3,4,5,6,7,8,9
39,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0
71,26,0,0,0,0,0,0,0,0
71,42,0,0,0,0,0,0,0,0
20,55,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0
0,30,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0
23,30,0,0,0,0,0,0,0,0
0,33,0,0,0,0,0,0,0,0
0,38,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,27,0,0,0,0,0,0,0
0,0,40,0,0,0,0,0,0,0
0,0,41,0,0,0,0,0,0,0
0,0,36,0,0,0,0,0,0,0
0,0,36,0,0,0,0,0,0,0
0,0,89,0,0,0,0,0,0,0
0,0,66,0,0,0,0,0,0,0
0,0,79,0,0,0,0,0,0,0
0,0,47,0,0,0,0,0,0,0
0,0,47,0,0,0,0,0,0,0
0,0,28,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,29,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0
0,24,20,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,38,20,0,0,0,0,0,0,0
0,39,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,34,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0
0,40,0,0,0,0,0,0,0,0
0,26,0,0,0,0,0,0,0,0
0,35,0,0,0,0,0,0,0,0
0,23,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0
0,28,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,24,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,34,0,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0
0,0,42,0,0,0,0,0,0,0
0,0,25,0,0,0,0,0,0,0
0,0,24,20,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,24,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,26,0,0,0,0,0,0,0
