,Coordinate,Scale_KM,TOT_dense,IC_num,CG_num,IC_amp,CG_amp,LJ,Sigma,Time,radar_ID,radar_Coor,max_SHI,nonneg_90_SHI,time_SHI,coor_SHI,valid_size_SHI,invalid_size_SHI,valid_range_SHI,datetime
701,"[151.57028573195882, -34.13374519587627]",1.544,12.947,97.0,0.0,306.469,0.0,Jump_7,2.21638,11:22:00,54,"[151.2263, -34.0148]","[32.875, 20.25, 12.875, 11.6875, 10.8125, 11.25, 3.0625, 4.5, 3.8125, 'NaN']","[29.5312, 15.9563, 10.95, 9.5, 9.2688, 10.625, 3.0625, 4.4438, 3.8125, 'NaN']","['11:25:00', '11:30:00', '11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00']","[[-34.131226, 151.56311], [-34.14026, 151.56311], [-34.122253, 151.56305], [-34.131287, 151.55225], [-34.131226, 151.56311], [-34.14026, 151.56311], [-34.16754, 151.4002], [-34.167603, 151.37848], [-34.167603, 151.36761], 'NaN']",10249.0,-2.0,0.1131,2021-05-12 11:22:00
721,"[151.03033339189187, -33.470885378378384]",2.357,4.241,74.0,0.0,147.058,0.0,Jump_8,2.55708,12:06:00,71,"[151.2094, -33.7008]","[3.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.875, 4.0]","[2.9938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.775, 3.9062]","['12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00', '12:55:00']","[[-33.466797, 150.99377], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-33.618347, 150.59381], [-33.609314, 150.59387]]",10350.0,-34.0,0.1142,2021-05-12 12:06:00
761,"[151.68583498305082, -34.14581940677965]",5.263,1.356,117.0,1.0,420.913,29.85,Jump_11,3.11047,14:04:00,54,"[151.2263, -34.0148]","[33.25, 23.625, 15.6875, 3.75, 3.125, 'NaN', 8.3125, 6.5, 'NaN', 'NaN']","[25.1938, 19.8188, 13.025, 3.7188, 3.1125, 'NaN', 7.0625, 6.2, 'NaN', 'NaN']","['14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00', '14:35:00', '14:40:00', '14:45:00', '14:50:00']","[[-34.157898, 151.66101], [-34.15796, 151.65015], [-34.13971, 151.72614], [-34.166565, 151.74805], [-34.193176, 151.83514], 'NaN', [-34.24701, 151.8573], [-34.265076, 151.84656], 'NaN', 'NaN']",10214.0,33.0,0.1127,2021-05-12 14:04:00
1006,"[151.31020646808514, -34.22100114893617]",4.032,1.84,94.0,0.0,268.833,0.0,Jump_8,3.14095,10:12:00,54,"[151.2263, -34.0148]","[16.25, 4.8125, 4.0, 3.1875, 4.4375, 2.8125, 4.625, 'NaN', 4.625, 3.3125]","[11.6875, 4.7, 3.8688, 3.1562, 4.3375, 2.8125, 4.5062, 'NaN', 4.4562, 3.2875]","['10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00']","[[-34.22162, 151.30243], [-34.104736, 151.29144], [-34.248596, 151.33508], [-34.25757, 151.32422], [-34.25757, 151.32422], [-34.25757, 151.33508], [-34.248596, 151.33508], 'NaN', [-34.2666, 151.32422], [-34.2666, 151.31335]]",10213.0,34.0,0.1127,2021-05-12 10:12:00
1039,"[151.57028573195882, -34.13374519587627]",1.544,12.947,97.0,0.0,306.469,0.0,Jump_9,2.21638,11:22:00,54,"[151.2263, -34.0148]","[32.875, 20.25, 12.875, 11.6875, 10.8125, 11.25, 3.0625, 4.5, 3.8125, 'NaN']","[29.5312, 15.9563, 10.95, 9.5, 9.2688, 10.625, 3.0625, 4.4438, 3.8125, 'NaN']","['11:25:00', '11:30:00', '11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00']","[[-34.131226, 151.56311], [-34.14026, 151.56311], [-34.122253, 151.56305], [-34.131287, 151.55225], [-34.131226, 151.56311], [-34.14026, 151.56311], [-34.16754, 151.4002], [-34.167603, 151.37848], [-34.167603, 151.36761], 'NaN']",10249.0,-2.0,0.1131,2021-05-12 11:22:00
1059,"[151.03033339189187, -33.470885378378384]",2.357,4.241,74.0,0.0,147.058,0.0,Jump_10,2.55708,12:06:00,71,"[151.2094, -33.7008]","[3.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.875, 4.0]","[2.9938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.775, 3.9062]","['12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00', '12:55:00']","[[-33.466797, 150.99377], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-33.618347, 150.59381], [-33.609314, 150.59387]]",10350.0,-34.0,0.1142,2021-05-12 12:06:00
1099,"[151.68583498305082, -34.14581940677965]",5.263,1.356,117.0,1.0,420.913,29.85,Jump_13,3.11047,14:04:00,54,"[151.2263, -34.0148]","[33.25, 23.625, 15.6875, 3.75, 3.125, 'NaN', 8.3125, 6.5, 'NaN', 'NaN']","[25.1938, 19.8188, 13.025, 3.7188, 3.1125, 'NaN', 7.0625, 6.2, 'NaN', 'NaN']","['14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00', '14:35:00', '14:40:00', '14:45:00', '14:50:00']","[[-34.157898, 151.66101], [-34.15796, 151.65015], [-34.13971, 151.72614], [-34.166565, 151.74805], [-34.193176, 151.83514], 'NaN', [-34.24701, 151.8573], [-34.265076, 151.84656], 'NaN', 'NaN']",10214.0,33.0,0.1127,2021-05-12 14:04:00
1242,"[151.31020646808514, -34.22100114893617]",4.032,1.84,94.0,0.0,268.833,0.0,Jump_2,3.14095,10:12:00,54,"[151.2263, -34.0148]","[16.25, 4.8125, 4.0, 3.1875, 4.4375, 2.8125, 4.625, 'NaN', 4.625, 3.3125]","[11.6875, 4.7, 3.8688, 3.1562, 4.3375, 2.8125, 4.5062, 'NaN', 4.4562, 3.2875]","['10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00']","[[-34.22162, 151.30243], [-34.104736, 151.29144], [-34.248596, 151.33508], [-34.25757, 151.32422], [-34.25757, 151.32422], [-34.25757, 151.33508], [-34.248596, 151.33508], 'NaN', [-34.2666, 151.32422], [-34.2666, 151.31335]]",10213.0,34.0,0.1127,2021-05-12 10:12:00
1275,"[151.57028573195882, -34.13374519587627]",1.544,12.947,97.0,0.0,306.469,0.0,Jump_3,2.21638,11:22:00,54,"[151.2263, -34.0148]","[32.875, 20.25, 12.875, 11.6875, 10.8125, 11.25, 3.0625, 4.5, 3.8125, 'NaN']","[29.5312, 15.9563, 10.95, 9.5, 9.2688, 10.625, 3.0625, 4.4438, 3.8125, 'NaN']","['11:25:00', '11:30:00', '11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00']","[[-34.131226, 151.56311], [-34.14026, 151.56311], [-34.122253, 151.56305], [-34.131287, 151.55225], [-34.131226, 151.56311], [-34.14026, 151.56311], [-34.16754, 151.4002], [-34.167603, 151.37848], [-34.167603, 151.36761], 'NaN']",10249.0,-2.0,0.1131,2021-05-12 11:22:00
1295,"[151.03033339189187, -33.470885378378384]",2.357,4.241,74.0,0.0,147.058,0.0,Jump_4,2.55708,12:06:00,71,"[151.2094, -33.7008]","[3.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.875, 4.0]","[2.9938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.775, 3.9062]","['12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00', '12:55:00']","[[-33.466797, 150.99377], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-33.618347, 150.59381], [-33.609314, 150.59387]]",10350.0,-34.0,0.1142,2021-05-12 12:06:00
1335,"[151.68583498305082, -34.14581940677965]",5.263,1.356,117.0,1.0,420.913,29.85,Jump_7,3.11047,14:04:00,54,"[151.2263, -34.0148]","[33.25, 23.625, 15.6875, 3.75, 3.125, 'NaN', 8.3125, 6.5, 'NaN', 'NaN']","[25.1938, 19.8188, 13.025, 3.7188, 3.1125, 'NaN', 7.0625, 6.2, 'NaN', 'NaN']","['14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00', '14:35:00', '14:40:00', '14:45:00', '14:50:00']","[[-34.157898, 151.66101], [-34.15796, 151.65015], [-34.13971, 151.72614], [-34.166565, 151.74805], [-34.193176, 151.83514], 'NaN', [-34.24701, 151.8573], [-34.265076, 151.84656], 'NaN', 'NaN']",10214.0,33.0,0.1127,2021-05-12 14:04:00
1476,"[152.0847214451313, -25.676744428129805]",8.058,3.172,634.0,13.0,3437.883,203.361,Jump_1,32.09202,09:20:00,8,"[152.5768, -25.9574]","[95.8125, 142.0, 111.375, 138.0, 129.125, 163.5, 80.0625, 35.6875, 26.9375, 21.5, 17.625]","[50.3625, 45.9688, 54.0875, 64.925, 71.375, 69.8625, 44.5125, 28.1375, 17.1375, 12.4438, 12.3875]","['09:20:00', '09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00']","[[-25.704773, 152.09772], [-25.632996, 152.13788], [-25.651062, 152.17773], [-25.615173, 152.20776], [-25.624268, 152.24768], [-25.624329, 152.26758], [-25.62439, 152.29755], [-25.750366, 152.35712], [-25.768433, 152.38708], [-25.660583, 152.43713], [-25.741516, 152.47699]]",11100.0,-6.0,0.1225,2021-05-12 09:20:00
1489,"[152.27660318367353, -25.69936253218211]",8.672,2.696,608.0,29.0,3870.762,499.997,Jump_2,2.82717,09:46:00,8,"[152.5768, -25.9574]","[80.0625, 35.6875, 26.9375, 21.5, 17.625, 19.0, 12.125, 5.8125, 17.0625, 28.25]","[44.5125, 28.1375, 17.1375, 12.4438, 12.3875, 11.325, 10.0313, 5.125, 13.5062, 21.9375]","['09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00']","[[-25.62439, 152.29755], [-25.750366, 152.35712], [-25.768433, 152.38708], [-25.660583, 152.43713], [-25.741516, 152.47699], [-25.678589, 152.56683], [-25.705566, 152.58679], [-25.696594, 152.64667], [-25.705566, 152.67664], [-25.72351, 152.6966]]",11171.0,-77.0,0.1233,2021-05-12 09:46:00
1511,"[152.62876077922087, -25.744967259740257]",8.341,0.352,61.0,16.0,417.55,437.4,Jump_3,2.76759,10:30:00,8,"[152.5768, -25.9574]","[17.0625, 28.25, 33.625, 26.4375, 9.5625, 9.25, 21.875, 14.6875, 8.1875, 'NaN', 6.125]","[13.5062, 21.9375, 25.8375, 19.2438, 8.4625, 7.0312, 17.8562, 10.4688, 6.3312, 'NaN', 5.375]","['10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00', '11:15:00', '11:20:00']","[[-25.705566, 152.67664], [-25.72351, 152.6966], [-25.705505, 152.74646], [-25.705444, 152.77643], [-25.705383, 152.80634], [-25.714294, 152.85626], [-25.723267, 152.88623], [-25.74121, 152.88629], [-25.750122, 152.92627], 'NaN', [-25.776917, 153.00623]]",11168.0,-74.0,0.1233,2021-05-12 10:30:00
1798,"[152.11781612765975, -25.701880894868612]",10.852,2.159,789.0,10.0,4490.403,271.118,Jump_12,9.63842,09:22:00,8,"[152.5768, -25.9574]","[142.0, 111.375, 138.0, 129.125, 163.5, 80.0625, 35.6875, 26.9375, 21.5, 17.625]","[45.9062, 54.0875, 64.925, 71.375, 69.8625, 44.5125, 28.1375, 17.1375, 12.4438, 12.3875]","['09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00']","[[-25.632996, 152.13788], [-25.651062, 152.17773], [-25.615173, 152.20776], [-25.624268, 152.24768], [-25.624329, 152.26758], [-25.62439, 152.29755], [-25.750366, 152.35712], [-25.768433, 152.38708], [-25.660583, 152.43713], [-25.741516, 152.47699]]",11188.0,-94.0,0.1235,2021-05-12 09:22:00
1810,"[152.27660318367353, -25.69936253218211]",8.672,2.696,608.0,29.0,3870.762,499.997,Jump_13,2.82717,09:46:00,8,"[152.5768, -25.9574]","[80.0625, 35.6875, 26.9375, 21.5, 17.625, 19.0, 12.125, 5.8125, 17.0625, 28.25]","[44.5125, 28.1375, 17.1375, 12.4438, 12.3875, 11.325, 10.0313, 5.125, 13.5062, 21.9375]","['09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00', '10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00']","[[-25.62439, 152.29755], [-25.750366, 152.35712], [-25.768433, 152.38708], [-25.660583, 152.43713], [-25.741516, 152.47699], [-25.678589, 152.56683], [-25.705566, 152.58679], [-25.696594, 152.64667], [-25.705566, 152.67664], [-25.72351, 152.6966]]",11171.0,-77.0,0.1233,2021-05-12 09:46:00
1832,"[152.62876077922087, -25.744967259740257]",8.341,0.352,61.0,16.0,417.55,437.4,Jump_14,2.76759,10:30:00,8,"[152.5768, -25.9574]","[17.0625, 28.25, 33.625, 26.4375, 9.5625, 9.25, 21.875, 14.6875, 8.1875, 'NaN', 6.125]","[13.5062, 21.9375, 25.8375, 19.2438, 8.4625, 7.0312, 17.8562, 10.4688, 6.3312, 'NaN', 5.375]","['10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00', '11:05:00', '11:10:00', '11:15:00', '11:20:00']","[[-25.705566, 152.67664], [-25.72351, 152.6966], [-25.705505, 152.74646], [-25.705444, 152.77643], [-25.705383, 152.80634], [-25.714294, 152.85626], [-25.723267, 152.88623], [-25.74121, 152.88629], [-25.750122, 152.92627], 'NaN', [-25.776917, 153.00623]]",11168.0,-74.0,0.1233,2021-05-12 10:30:00
2209,"[151.31020646808514, -34.22100114893617]",4.032,1.84,94.0,0.0,268.833,0.0,Jump_6,3.14095,10:12:00,54,"[151.2263, -34.0148]","[16.25, 4.8125, 4.0, 3.1875, 4.4375, 2.8125, 4.625, 'NaN', 4.625, 3.3125]","[11.6875, 4.7, 3.8688, 3.1562, 4.3375, 2.8125, 4.5062, 'NaN', 4.4562, 3.2875]","['10:15:00', '10:20:00', '10:25:00', '10:30:00', '10:35:00', '10:40:00', '10:45:00', '10:50:00', '10:55:00', '11:00:00']","[[-34.22162, 151.30243], [-34.104736, 151.29144], [-34.248596, 151.33508], [-34.25757, 151.32422], [-34.25757, 151.32422], [-34.25757, 151.33508], [-34.248596, 151.33508], 'NaN', [-34.2666, 151.32422], [-34.2666, 151.31335]]",10213.0,34.0,0.1127,2021-05-12 10:12:00
2242,"[151.57028573195882, -34.13374519587627]",1.544,12.947,97.0,0.0,306.469,0.0,Jump_7,2.21638,11:22:00,54,"[151.2263, -34.0148]","[32.875, 20.25, 12.875, 11.6875, 10.8125, 11.25, 3.0625, 4.5, 3.8125, 'NaN']","[29.5312, 15.9563, 10.95, 9.5, 9.2688, 10.625, 3.0625, 4.4438, 3.8125, 'NaN']","['11:25:00', '11:30:00', '11:35:00', '11:40:00', '11:45:00', '11:50:00', '11:55:00', '12:00:00', '12:05:00', '12:10:00']","[[-34.131226, 151.56311], [-34.14026, 151.56311], [-34.122253, 151.56305], [-34.131287, 151.55225], [-34.131226, 151.56311], [-34.14026, 151.56311], [-34.16754, 151.4002], [-34.167603, 151.37848], [-34.167603, 151.36761], 'NaN']",10249.0,-2.0,0.1131,2021-05-12 11:22:00
2262,"[151.03033339189187, -33.470885378378384]",2.357,4.241,74.0,0.0,147.058,0.0,Jump_8,2.55708,12:06:00,71,"[151.2094, -33.7008]","[3.0, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.875, 4.0]","[2.9938, 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 3.775, 3.9062]","['12:10:00', '12:15:00', '12:20:00', '12:25:00', '12:30:00', '12:35:00', '12:40:00', '12:45:00', '12:50:00', '12:55:00']","[[-33.466797, 150.99377], 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', 'NaN', [-33.618347, 150.59381], [-33.609314, 150.59387]]",10350.0,-34.0,0.1142,2021-05-12 12:06:00
2302,"[151.68583498305082, -34.14581940677965]",5.263,1.356,117.0,1.0,420.913,29.85,Jump_11,3.11047,14:04:00,54,"[151.2263, -34.0148]","[33.25, 23.625, 15.6875, 3.75, 3.125, 'NaN', 8.3125, 6.5, 'NaN', 'NaN']","[25.1938, 19.8188, 13.025, 3.7188, 3.1125, 'NaN', 7.0625, 6.2, 'NaN', 'NaN']","['14:05:00', '14:10:00', '14:15:00', '14:20:00', '14:25:00', '14:30:00', '14:35:00', '14:40:00', '14:45:00', '14:50:00']","[[-34.157898, 151.66101], [-34.15796, 151.65015], [-34.13971, 151.72614], [-34.166565, 151.74805], [-34.193176, 151.83514], 'NaN', [-34.24701, 151.8573], [-34.265076, 151.84656], 'NaN', 'NaN']",10214.0,33.0,0.1127,2021-05-12 14:04:00
2479,"[152.11781612765975, -25.701880894868612]",10.852,2.159,789.0,10.0,4490.403,271.118,Jump_5,9.63842,09:22:00,8,"[152.5768, -25.9574]","[142.0, 111.375, 138.0, 129.125, 163.5, 80.0625, 35.6875, 26.9375, 21.5, 17.625]","[45.9062, 54.0875, 64.925, 71.375, 69.8625, 44.5125, 28.1375, 17.1375, 12.4438, 12.3875]","['09:25:00', '09:30:00', '09:35:00', '09:40:00', '09:45:00', '09:50:00', '09:55:00', '10:00:00', '10:05:00', '10:10:00']","[[-25.632996, 152.13788], [-25.651062, 152.17773], [-25.615173, 152.20776], [-25.624268, 152.24768], [-25.624329, 152.26758], [-25.62439, 152.29755], [-25.750366, 152.35712], [-25.768433, 152.38708], [-25.660583, 152.43713], [-25.741516, 152.47699]]",11188.0,-94.0,0.1235,2021-05-12 09:22:00
