0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,26,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,28,0,0,0
0,0,0,0,0
0,24,0,0,0
0,24,0,0,0
0,26,0,0,0
28,0,0,0,0
0,0,0,0,0
0,28,0,0,0
0,0,0,0,0
0,0,0,0,0
0,37,42,0,0
0,24,36,0,0
0,22,0,0,0
0,28,0,0,0
0,28,0,0,0
0,33,21,0,0
0,24,0,0,0
0,36,0,0,0
0,56,0,0,0
0,30,0,0,0
0,43,0,0,0
0,32,0,0,0
0,49,0,0,0
0,26,0,0,0
0,49,0,0,0
0,50,0,0,0
0,34,0,0,0
0,68,0,0,0
0,66,0,0,0
0,34,0,0,0
0,38,0,0,0
0,38,0,0,0
0,43,0,0,0
0,34,0,0,0
0,38,0,0,0
0,22,0,0,0
0,66,0,0,0
0,57,0,0,0
0,27,0,0,0
0,43,0,0,0
0,22,0,0,0
0,0,0,0,0
0,20,0,0,0
0,45,0,0,0
0,32,0,0,0
0,24,0,0,0
0,0,0,0,0
0,31,0,0,0
0,44,0,0,0
0,66,0,0,0
0,62,0,0,0
0,46,0,0,0
0,59,0,0,0
0,22,0,0,0
0,59,0,0,0
0,0,0,0,0
0,49,0,0,0
0,38,0,0,0
0,36,0,0,0
0,0,0,0,0
0,0,0,0,0
0,54,0,0,0
0,23,0,0,0
0,24,0,0,0
0,27,0,0,0
0,22,0,0,0
0,20,0,0,0
0,25,0,0,0
0,27,0,0,0
0,23,0,0,0
0,0,0,0,0
0,32,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,32,0,0,0
0,22,0,0,0
0,20,0,0,0
0,21,0,0,0
0,0,0,0,0
0,38,0,0,0
0,31,0,0,0
0,0,0,0,0
0,20,0,0,0
0,28,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,20,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,22,0
0,18,0,25,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,30,0,30,0
0,0,0,0,0
0,0,0,0,0
0,29,0,29,0
0,21,0,21,0
0,0,0,0,0
0,43,0,43,29
0,30,0,30,27
0,37,0,37,29
0,34,0,34,39
0,34,0,34,27
0,0,0,0,0
0,32,0,32,0
0,27,0,27,0
0,30,0,30,0
0,37,0,37,0
0,35,0,35,0
0,31,0,31,0
0,25,0,25,0
0,0,0,0,0
0,34,0,34,0
0,28,0,28,0
0,33,0,33,0
0,40,0,40,0
0,57,0,57,0
45,38,0,38,0
33,25,0,25,0
31,26,0,26,0
38,26,0,26,0
24,38,0,38,0
28,28,0,28,0
34,36,0,36,0
0,34,0,34,0
23,26,0,26,0
21,0,0,0,0
32,37,0,37,0
20,0,0,0,0
0,0,0,0,0
0,20,0,20,0
0,22,0,22,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
20,20,0,20,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,21
0,0,0,0,0
0,0,0,0,0
0,20,0,20,0
0,0,0,0,21
21,0,0,0,0
25,0,0,0,20
33,0,0,0,24
0,0,0,0,22
23,0,0,0,0
27,0,0,0,0
35,0,0,0,0
0,0,0,0,0
28,0,0,0,0
42,0,0,0,0
26,0,0,0,0
32,0,0,0,0
0,0,0,0,0
22,0,0,0,0
30,0,0,0,0
26,0,0,0,0
21,0,0,0,0
30,0,0,0,0
30,0,0,0,0
20,0,0,0,0
0,0,0,0,0
0,0,0,0,21
25,0,0,0,21
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
22,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
21,0,0,0,0
0,0,0,0,0
28,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,24,0,24,0
0,24,0,24,0
0,57,0,57,0
0,55,0,55,0
0,41,0,41,0
0,26,0,26,0
0,34,0,34,0
0,49,0,49,0
0,73,0,73,0
0,22,0,22,0
0,28,0,28,0
0,30,0,30,0
0,33,0,33,0
0,0,0,0,0
0,0,0,0,0
0,29,0,29,0
0,56,0,56,0
0,28,0,28,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,21,0,21,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
